filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
L4040BK3.jpg,4327,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[3,89,39,1],""all_points_y"":[23,28,29,29]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
M9160C.jpeg,2521,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[2,63,61,3],""all_points_y"":[4,7,22,17]}","{""product_no"":""M9160C"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
M9696C.jpeg,31521,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[48,443,455,63],""all_points_y"":[56,6,95,135]}","{""product_no"":""M9696C"",""status"":""Diagonal"",""letter"":""Blur"",""environment"":""Clear""}"
M9696C.jpeg,31521,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[81,296,121,81],""all_points_y"":[24,4,1,0]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
M9696C.jpeg,31521,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[192,485,485,383],""all_points_y"":[143,104,125,141]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
NBPDAF789I.jpg,3493,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[5,101,99,2],""all_points_y"":[1,19,30,13]}","{""product_no"":""NBPDAF789I"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
NBPDAF789I.jpg,3493,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[26,81,82,53],""all_points_y"":[0,11,1,0]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
NBPDAF789I.jpg,3493,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[0,77,8,1],""all_points_y"":[14,31,30,31]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
PYA046001.jpeg,5276,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[1,170,173,6],""all_points_y"":[13,0,26,35]}","{""product_no"":""PYA 046001"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
PYA046001.jpeg,5276,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[1,133,18,0],""all_points_y"":[10,1,1,1]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
PYA046001.jpeg,5276,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[150,176,176,160],""all_points_y"":[34,31,34,35]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
RESGLCX16100.jpeg,41670,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[17,868,885,23],""all_points_y"":[52,3,105,145]}","{""product_no"":""RESGLCX16100"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
RESGLCX16100.jpeg,41670,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[1,142,0,1],""all_points_y"":[16,2,2,10]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
S12-51017.jpg,21664,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[35,437,451,60],""all_points_y"":[73,1,67,129]}","{""product_no"":""S12-51017"",""status"":""Diagonal"",""letter"":""Blur"",""environment"":""Clear""}"
S12-51017.jpg,21664,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[4,28,12,0],""all_points_y"":[27,127,131,100]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
S12-51052.JPG,26025,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[32,399,384,3],""all_points_y"":[-1,77,147,61]}","{""product_no"":""S12-51052"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
S12-51052.JPG,26025,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[221,320,331,231],""all_points_y"":[4,29,3,0]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
S12-51052.JPG,26025,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[-1,243,28,1],""all_points_y"":[87,147,149,135]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
WF49946.jpg,2577,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[4,87,89,8],""all_points_y"":[13,1,16,26]}","{""product_no"":""WF49946"",""status"":""Diagonal"",""letter"":""Blur"",""environment"":""Clear""}"
WF49946.jpg,2577,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[57,90,90,65],""all_points_y"":[27,24,28,28]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
WF49946.jpg,2577,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[4,26,21,7],""all_points_y"":[1,0,2,3]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
WJ2MTES115.jpeg,12608,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[4,406,410,14],""all_points_y"":[11,4,44,45]}","{""product_no"":""WJ2MTES115"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
YBP334.jpeg,12385,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[9,273,270,11],""all_points_y"":[7,21,83,69]}","{""product_no"":""YBP334"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Reflection""}"
YBP334.jpeg,12385,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[1,243,20,0],""all_points_y"":[82,99,99,98]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
YBP334.jpeg,12385,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[44,280,280,274],""all_points_y"":[1,14,3,0]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
YYJ606004.jpeg,29747,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[10,582,587,26],""all_points_y"":[6,2,94,95]}","{""product_no"":""YYJ606004"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
