filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
9.jpg,23575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polygon"",""all_points_x"":[12,467,485,39],""all_points_y"":[125,1,35,171]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""DX-SH211-1N-K0002"",""status"":""Diagonal"",""letter"":""Tilted"",""environment"":""Clear""}"
9.jpg,23575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polygon"",""all_points_x"":[116,405,421,173],""all_points_y"":[165,61,96,165]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
9.jpg,23575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polygon"",""all_points_x"":[219,479,495,300],""all_points_y"":[169,87,127,168]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
9.jpg,23575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polygon"",""all_points_x"":[7,111,348,11],""all_points_y"":[36,4,5,121]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
11.jpg,21121,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[5,667,680,13],""all_points_y"":[41,9,77,115]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""SN 149337 COLOR:WSL"",""status"":""Diagonal"",""letter"":""Blur"",""environment"":""Clear""}"
12.jpg,34211,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[16,759,755,16],""all_points_y"":[31,21,93,107]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""SN 99999938 COLOR:BKW"",""status"":""Horizontal"",""letter"":""Blur"",""environment"":""Reflection""}"
13.jpg,39432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[7,944,949,8],""all_points_y"":[40,5,95,123]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""SN 232292 COLOR:NVOR"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
14.jpg,19327,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[3,547,545,4],""all_points_y"":[11,7,63,65]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""SN 149344 COLOR:BBK"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
15.jpg,11930,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polygon"",""all_points_x"":[5,273,303,35],""all_points_y"":[79,1,44,132]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""385516-01"",""status"":""Diagonal"",""letter"":""Blur"",""environment"":""Shadow""}"
15.jpg,11930,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polygon"",""all_points_x"":[65,148,229,80],""all_points_y"":[25,-1,1,47]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
15.jpg,11930,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polygon"",""all_points_x"":[252,307,309,273],""all_points_y"":[89,65,109,127]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
16.jpg,12499,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[1,332,339,7],""all_points_y"":[9,4,72,77]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""385516-01"",""status"":""Horizontal"",""letter"":""Tilted"",""environment"":""Clear""}"
17.jpg,8110,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[7,353,363,12],""all_points_y"":[17,3,35,56]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""374923-02"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
19.jpg,21622,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[5,551,563,7],""all_points_y"":[1,33,115,101]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""374923-02"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
20.jpg,10641,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[7,361,364,15],""all_points_y"":[9,1,69,75]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""W480WS5"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
21.jpg,23215,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[3,483,499,25],""all_points_y"":[53,1,52,128]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""321 H05299"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
21.jpg,23215,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[216,492,503,237],""all_points_y"":[119,73,128,131]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
23.jpg,6318,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[4,261,259,8],""all_points_y"":[17,1,39,51]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""720 FZ1068"",""status"":""Diagonal"",""letter"":""Tilted"",""environment"":""Clear""}"
24.jpg,24293,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[3,585,577,7],""all_points_y"":[12,40,116,92]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""1RM02002E-100"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
25.jpg,15860,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[8,492,483,11],""all_points_y"":[4,4,69,83]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""1RM01263D-125"",""status"":""Horizontal"",""letter"":""Tilted"",""environment"":""Clear""}"
26.jpg,22846,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[3,419,423,15],""all_points_y"":[80,11,71,135]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""CW4554-001"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
26.jpg,22846,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[96,421,425,361],""all_points_y"":[135,79,125,132]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
27.jpg,20378,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[11,571,572,12],""all_points_y"":[19,13,104,103]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""415445-102"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
28.jpg,23343,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[3,469,473,3],""all_points_y"":[56,1,48,113]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""DA8291-101"",""status"":""Diagonal"",""letter"":""Tilted"",""environment"":""Clear""}"
28.jpg,23343,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[176,480,479,89],""all_points_y"":[93,57,108,109]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
29.jpg,19329,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[1,645,644,11],""all_points_y"":[19,4,87,112]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":"""",""product_no"":""DH1349-401"",""status"":""Horizontal"",""letter"":""Blur"",""environment"":""Clear""}"
