filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
KakaoTalk_20211206_140911955_08.jpg,3391,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[15,169,169,12],""all_points_y"":[16,35,65,47]}","{""product_no"":""1SM01611D"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_08_1.jpg,3297,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[5,159,162,9],""all_points_y"":[32,9,38,61]}","{""product_no"":""1SM01611D"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_08_1.jpg,3297,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[84,147,146,82],""all_points_y"":[54,55,62,62]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
KakaoTalk_20211206_140911955_11.jpg,4391,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[70,207,210,68],""all_points_y"":[33,21,58,67]}","{""product_no"":""M9160C"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_12.jpg,2635,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[5,102,105,7],""all_points_y"":[27,15,37,46]}","{""product_no"":""M9160C"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_13.jpg,5461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polygon"",""all_points_x"":[17,126,117,6],""all_points_y"":[2,52,78,28]}","{""product_no"":""M9697C"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_13.jpg,5461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polygon"",""all_points_x"":[33,118,126,127],""all_points_y"":[0,1,6,48]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
KakaoTalk_20211206_140911955_13.jpg,5461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polygon"",""all_points_x"":[1,104,8,1],""all_points_y"":[28,78,79,74]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
KakaoTalk_20211206_140911955_14.jpg,11927,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polygon"",""all_points_x"":[17,220,211,4],""all_points_y"":[5,81,124,44]}","{""product_no"":""169880C"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_14.jpg,11927,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polygon"",""all_points_x"":[40,177,220,225],""all_points_y"":[0,2,19,74]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
KakaoTalk_20211206_140911955_14.jpg,11927,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polygon"",""all_points_x"":[1,208,14,1],""all_points_y"":[48,125,127,121]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
KakaoTalk_20211206_140911955_15.jpg,4556,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[39,232,231,38],""all_points_y"":[4,9,49,45]}","{""product_no"":""M9160C"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_16.jpg,11014,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[7,262,276,19],""all_points_y"":[88,31,99,153]}","{""product_no"":""FU8297"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_17.jpg,7740,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[32,244,222,11],""all_points_y"":[5,80,128,54]}","{""product_no"":""FZ0387"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_18.jpg,8154,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[19,260,256,17],""all_points_y"":[24,40,97,79]}","{""product_no"":""FZ0388"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_19.jpg,4895,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[6,192,189,3],""all_points_y"":[21,27,55,49]}","{""product_no"":""VN-0EE3WHT"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_20.jpg,4046,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[7,187,185,6],""all_points_y"":[13,19,49,39]}","{""product_no"":""VN-0EE3BKA"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_21.jpg,5321,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[13,182,181,10],""all_points_y"":[7,19,61,52]}","{""product_no"":""GV7098"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_22.jpg,6592,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[16,227,227,13],""all_points_y"":[18,19,62,57]}","{""product_no"":""RBKH05299"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_23.jpg,3654,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[25,179,178,23],""all_points_y"":[7,13,38,33]}","{""product_no"":""1TM01393D"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_24.jpg,8674,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[4,276,286,13],""all_points_y"":[50,3,45,89]}","{""product_no"":""372280 02"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_25.jpg,3514,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[10,174,174,6],""all_points_y"":[12,18,44,42]}","{""product_no"":""1TM00652"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_26.jpg,7185,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[7,225,220,2],""all_points_y"":[3,32,77,53]}","{""product_no"":""M9166C"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_29.jpg,4187,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[19,167,161,11],""all_points_y"":[4,22,56,36]}","{""product_no"":""FUS21G2"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140911955_29.jpg,4187,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[168,173,172,170],""all_points_y"":[25,26,58,60]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
KakaoTalk_20211206_140919988.jpg,8928,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[6,82,83,3],""all_points_y"":[14,18,39,38]}","{""product_no"":""BD1551"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140919988_01.jpg,3854,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[19,179,180,20],""all_points_y"":[9,6,46,45]}","{""product_no"":""G9SB551"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
KakaoTalk_20211206_140919988_02.jpg,22863,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[7,173,177,9],""all_points_y"":[14,3,31,45]}","{""product_no"":""ART CP9448"",""status"":""Horizontal"",""letter"":""Blur"",""environment"":""Clear""}"
